no polarizar,,,polarizer horizontal,,,polarizer vertical,
209.98333,0.70194,,180.08333,1.10497,,228.53333,0.21016
210.06667,0.70243,,180.08333,1.08806,,228.65,0.17408
210.15,0.69292,,180.08333,0.25285,,228.78333,0.14025
210.26667,0.6802,,180.08333,0.17553,,228.95,0.1206
210.4,0.66876,,180.08333,0.24044,,229.1,0.15346
210.55,0.65652,,180.08333,0.55471,,229.26667,0.17392
210.68333,0.63284,,180.08333,0.97804,,229.45,0.20307
210.81667,0.59643,,180.08333,1.07565,,229.61667,0.20952
210.95,0.5668,,180.08333,1.10062,,229.73333,0.22127
211.1,0.57936,,180.08333,1.09869,,229.81667,0.22836
211.26667,0.57968,,180.08333,1.08693,,229.93333,0.23384
211.45,0.54698,,180.08333,1.09337,,230.08333,0.24222
211.65,0.61464,,180.08333,1.10433,,230.23333,0.24222
211.76667,0.62317,,180.08333,1.1512,,230.36667,0.25156
211.88333,0.62817,,180.08333,1.03409,,230.46667,0.24511
212,0.62124,,180.08333,0.72466,,230.58333,0.24334
212.1,0.61045,,180.08333,0.67102,,230.71667,0.23658
212.18333,0.61238,,180.08333,0.98319,,230.86667,0.22675
212.3,0.59917,,180.08333,1.13928,,231.06667,0.22595
212.41667,0.59756,,180.08333,0.62462,,231.26667,0.23481
212.61667,0.61963,,180.08333,0.62317,,231.43333,0.24818
212.8,0.62076,,180.08333,0.76476,,231.53333,0.24399
212.93333,0.62881,,180.08333,1.06615,,231.6,0.24447
213.05,0.61528,,180.08333,1.0589,,231.63333,0.24528
213.15,0.61882,,180.08333,1.03989,,231.63333,0.24157
213.21667,0.61931,,180.08333,1.1003,,231.61667,0.24415
213.3,0.60997,,180.08333,1.02652,,231.61667,0.24511
213.41667,0.60239,,180.08333,0.92746,,231.61667,0.24415
213.55,0.59402,,180.08333,0.87913,,231.61667,0.24624
213.7,0.5858,,180.08333,0.88976,,231.61667,0.24334
213.85,0.57549,,180.1,0.89685,,231.6,0.24479
214,0.55278,,180.1,0.9033,,231.6,0.24834
214.13333,0.54247,,180.1,0.91312,,231.61667,0.2427
214.23333,0.54972,,180.1,0.92295,,231.61667,0.24673
214.33333,0.57662,,180.1,0.99125,,231.61667,0.24818
214.45,0.58484,,180.1,0.99721,,231.61667,0.2435
214.56667,0.58919,,180.1,0.98045,,231.61667,0.24898
214.65,0.59225,,180.11667,0.97594,,231.6,0.24447
214.71667,0.58774,,180.13333,0.96998,,231.6,0.24576
214.75,0.58371,,180.18333,0.92182,,231.6,0.24495
214.81667,0.58709,,180.33333,0.8619,,231.6,0.24785
214.91667,0.58274,,180.51667,0.73931,,231.6,0.2464
215,0.5858,,180.71667,0.61303,,231.6,0.24608
215.06667,0.58145,,180.9,0.48384,,231.6,0.2456
215.13333,0.57984,,181.08333,0.36544,,231.6,0.24689
215.21667,0.57855,,181.28333,0.26879,,231.6,0.24495
215.3,0.57823,,181.48333,0.18777,,231.6,0.24898
215.4,0.57888,,181.7,0.1868,,231.6,0.24608
215.48333,0.57839,,181.91667,0.16248,,231.6,0.24383
215.55,0.56889,,182.13333,0.32034,,231.6,0.24705
215.61667,0.57469,,182.33333,0.44373,,231.6,0.25043
215.66667,0.56599,,182.5,0.54537,,231.6,0.2464
215.71667,0.5589,,182.61667,0.6272,,231.6,0.24866
215.76667,0.5581,,182.73333,0.73996,,231.6,0.24769
215.81667,0.55616,,182.91667,0.86335,,231.6,0.24882
215.86667,0.55069,,183.1,0.77556,,231.6,0.24318
215.93333,0.54505,,183.25,0.78796,,231.6,0.24689
216.01667,0.5407,,183.38333,0.80342,,231.6,0.24705
216.06667,0.53828,,183.46667,0.82211,,231.6,0.25027
216.13333,0.53522,,183.53333,0.76493,,231.6,0.24673
216.21667,0.52669,,183.6,0.39959,,231.6,0.24818
216.28333,0.51428,,183.68333,0.08355,,231.6,0.2435
216.33333,0.51525,,183.76667,0.05327,,231.6,0.2485
216.38333,0.51863,,183.85,0.05117,,231.6,0.24479
216.41667,0.51912,,183.93333,0.06664,,231.6,0.24673
216.45,0.51718,,184,0.21338,,231.6,0.24656
216.48333,0.51251,,184.06667,0.41473,,231.6,0.24866
216.51667,0.50929,,184.13333,0.50929,,231.6,0.24689
216.6,0.50075,,184.21667,0.62736,,231.6,0.24818
216.7,0.48706,,184.3,0.6541,,231.6,0.24834
216.8,0.51332,,184.38333,0.65394,,231.6,0.24769
216.86667,0.52056,,184.45,0.63413,,231.6,0.24254
216.91667,0.53603,,184.5,0.61158,,231.6,0.24963
216.98333,0.53812,,184.55,0.58484,,231.6,0.24753
217.03333,0.54038,,184.56667,0.56696,,231.6,0.24576
217.06667,0.53748,,184.61667,0.54569,,231.6,0.24673
217.1,0.53732,,184.68333,0.52733,,231.6,0.24785
217.13333,0.53571,,184.76667,0.49689,,231.6,0.24479
217.18333,0.53281,,184.86667,0.45807,,231.6,0.24528
217.25,0.52942,,184.96667,0.44792,,231.6,0.24673
217.3,0.52636,,185.08333,0.46451,,231.6,0.25011
217.35,0.52008,,185.21667,0.4331,,231.6,0.24528
217.41667,0.51573,,185.4,0.42472,,231.6,0.24528
217.48333,0.50897,,185.53333,0.38171,,231.6,0.24963
217.55,0.47192,,185.65,0.3619,,231.6,0.24624
217.63333,0.47401,,185.73333,0.37624,,231.6,0.25011
217.7,0.46918,,185.81667,0.38493,,231.6,0.24673
217.76667,0.45613,,185.88333,0.43938,,231.6,0.2464
217.85,0.46048,,185.95,0.51976,,231.6,0.24286
217.95,0.46982,,185.98333,0.5109,,231.6,0.24028
218.05,0.48787,,186.03333,0.50736,,231.6,0.24367
218.15,0.50719,,186.06667,0.5341,,231.6,0.24125
218.21667,0.51783,,186.08333,0.52942,,231.6,0.2456
218.26667,0.51847,,186.16667,0.53168,,231.6,0.24399
218.31667,0.51622,,186.31667,0.54747,,231.6,0.234
218.35,0.51251,,186.6,0.55375,,231.6,0.23062
218.38333,0.51299,,186.91667,0.54763,,231.6,0.23545
218.41667,0.5146,,187.2,0.5022,,231.6,0.23319
218.51667,0.50784,,187.38333,0.41457,,231.6,0.23287
218.66667,0.51026,,187.51667,0.38558,,231.6,0.23529
218.78333,0.5109,,187.66667,0.3524,,231.6,0.23175
218.85,0.50752,,187.85,0.39991,,231.6,0.23287
218.93333,0.51122,,188.06667,0.42617,,231.6,0.23303
219,0.50945,,188.25,0.41296,,231.6,0.2369
219.08333,0.50768,,188.4,0.41779,,231.6,0.23303
219.16667,0.50333,,188.53333,0.40008,,231.6,0.23497
219.3,0.49914,,188.7,0.407,,231.6,0.23593
219.46667,0.48754,,188.9,0.38638,,231.6,0.23223
219.65,0.4745,,189.15,0.39492,,231.6,0.23674
219.83333,0.44035,,189.41667,0.38767,,231.6,0.23448
219.98333,0.44325,,189.68333,0.38042,,231.6,0.23513
220.1,0.43632,,189.9,0.37962,,231.6,0.22981
220.18333,0.41522,,190.1,0.37559,,231.6,0.23094
220.26667,0.39975,,190.28333,0.36464,,231.6,0.23513
220.35,0.37237,,190.43333,0.35433,,231.6,0.22933
220.48333,0.33226,,190.6,0.33645,,231.6,0.23529
220.65,0.28442,,190.76667,0.31148,,231.6,0.23432
220.86667,0.26042,,190.93333,0.28845,,231.6,0.23368
221.05,0.28345,,191.06667,0.26026,,231.6,0.23303
221.18333,0.40797,,191.13333,0.25043,,231.6,0.23046
221.26667,0.44985,,191.2,0.24528,,231.6,0.23094
221.35,0.45887,,191.28333,0.22595,,231.6,0.23319
221.43333,0.45452,,191.41667,0.21773,,231.6,0.23223
221.5,0.46193,,191.6,0.21934,,231.6,0.23287
221.58333,0.46258,,191.78333,0.25236,,231.6,0.23384
221.71667,0.46451,,191.96667,0.26831,,231.6,0.23094
221.88333,0.45629,,192.18333,0.28458,,231.6,0.22997
222.05,0.44083,,192.41667,0.30616,,231.6,0.23239
222.11667,0.44035,,192.65,0.30826,,231.6,0.23336
222.2,0.43181,,192.83333,0.32517,,231.6,0.23094
222.28333,0.44325,,192.98333,0.3197,,231.6,0.23319
222.33333,0.44582,,193.13333,0.31148,,231.6,0.23191
222.38333,0.4455,,193.28333,0.30472,,231.6,0.23142
222.46667,0.45339,,193.43333,0.30552,,231.6,0.23223
222.56667,0.45001,,193.6,0.31309,,231.6,0.23368
222.68333,0.44759,,193.71667,0.30455,,231.6,0.22965
222.8,0.42504,,193.78333,0.3023,,231.6,0.23432
222.93333,0.4091,,193.83333,0.29747,,231.6,0.23303
223.05,0.42134,,193.93333,0.29312,,231.6,0.234
223.18333,0.4033,,194.03333,0.28877,,231.6,0.23191
223.31667,0.39202,,194.2,0.27749,,231.6,0.23287
223.41667,0.35368,,194.36667,0.26525,,231.6,0.23158
223.51667,0.33403,,194.53333,0.25752,,231.6,0.234
223.56667,0.34756,,194.75,0.2638,,231.6,0.23223
223.63333,0.31374,,194.95,0.27218,,231.6,0.23561
223.7,0.30955,,195.11667,0.26896,,231.6,0.23239
223.81667,0.27636,,195.26667,0.26396,,231.6,0.23336
223.91667,0.24979,,195.4,0.26751,,231.6,0.23336
224.06667,0.22611,,195.5,0.26654,,231.6,0.23191
224.23333,0.25848,,195.61667,0.26396,,231.6,0.23142
224.41667,0.22079,,195.71667,0.26171,,231.6,0.23319
224.56667,0.18696,,195.83333,0.25977,,231.6,0.23513
224.66667,0.18149,,195.96667,0.26557,,231.6,0.23158
224.76667,0.17086,,196.1,0.26686,,231.6,0.2311
224.88333,0.2696,,196.28333,0.26461,,231.6,0.23287
225.06667,0.3052,,196.48333,0.26654,,231.6,0.22949
225.21667,0.35674,,196.65,0.26847,,231.6,0.23319
225.3,0.39073,,196.75,0.26976,,231.6,0.23255
225.36667,0.39718,,196.78333,0.26187,,231.6,0.23046
225.43333,0.4004,,196.76667,0.2543,,231.6,0.23013
225.53333,0.40056,,196.76667,0.23642,,231.6,0.234
225.61667,0.39782,,196.75,0.23464,,231.6,0.23046
225.7,0.39766,,196.75,0.23561,,231.6,0.23303
225.83333,0.3917,,196.75,0.23561,,231.6,0.23416
226,0.37752,,196.75,0.23287,,231.6,0.23126
226.18333,0.33725,,196.75,0.23078,,231.6,0.23142
226.31667,0.31599,,196.76667,0.23255,,231.6,0.23577
226.45,0.33774,,196.76667,0.23706,,231.6,0.23062
226.56667,0.35336,,196.76667,0.2514,,231.6,0.23384
226.63333,0.36109,,196.75,0.25623,,231.6,0.23336
226.66667,0.36931,,196.75,0.26283,,231.6,0.23368
226.7,0.37865,,196.75,0.26219,,231.6,0.23078
226.75,0.37817,,196.76667,0.263,,231.6,0.23158
226.88333,0.38139,,196.76667,0.26589,,231.6,0.22933
227.03333,0.38187,,196.76667,0.26622,,231.6,0.23287
227.18333,0.38107,,196.76667,0.26477,,231.6,0.23191
227.26667,0.37624,,196.76667,0.26461,,231.6,0.23126
227.33333,0.37591,,196.78333,0.26477,,231.6,0.23271
227.43333,0.37398,,196.81667,0.26203,,231.6,0.2274
227.53333,0.36544,,196.88333,0.25977,,231.6,0.234
227.63333,0.35062,,196.98333,0.25623,,231.6,0.23191
227.71667,0.34966,,197.16667,0.25091,,231.6,0.23287
227.78333,0.37173,,197.36667,0.24157,,231.6,0.22949
227.85,0.36689,,197.51667,0.24044,,231.6,0.23448
227.95,0.36399,,197.7,0.23464,,231.6,0.23142
228.03333,0.36351,,197.93333,0.24689,,231.6,0.23432
228.11667,0.36432,,198.16667,0.25091,,231.6,0.23207
228.23333,0.36415,,198.33333,0.2543,,231.6,0.23368
228.36667,0.35932,,198.5,0.25349,,231.6,0.23046
228.5,0.33999,,198.7,0.2543,,231.6,0.23336
228.65,0.29876,,198.93333,0.25526,,231.6,0.23287
228.8,0.29263,,199.2,0.25559,,231.6,0.23223
228.91667,0.30987,,199.51667,0.25929,,231.6,0.22997
228.98333,0.32775,,199.88333,0.26155,,231.6,0.23287
229.01667,0.33387,,200.25,0.25929,,231.6,0.2311
229.03333,0.33484,,200.65,0.25736,,231.6,0.23303
229.06667,0.34209,,201,0.25236,,231.6,0.23271
229.08333,0.35046,,201.26667,0.24173,,231.6,0.23239
229.11667,0.35127,,201.4,0.23915,,231.6,0.23013
229.15,0.35352,,201.55,0.2369,,231.6,0.23207
229.23333,0.34579,,201.73333,0.23303,,231.6,0.23432
229.31667,0.34015,,201.96667,0.23416,,231.6,0.23046
229.41667,0.34225,,202.2,0.23368,,231.6,0.23352
229.51667,0.33548,,202.5,0.23384,,231.6,0.23271
229.6,0.33725,,202.8,0.23771,,231.6,0.23078
229.7,0.33693,,203.06667,0.23513,,231.6,0.234
229.76667,0.33435,,203.31667,0.23529,,231.6,0.23078
229.81667,0.33403,,203.58333,0.2369,,231.6,0.23223
229.88333,0.33468,,203.9,0.24141,,231.6,0.23142
229.96667,0.32888,,204.15,0.24447,,231.6,0.23368
230.11667,0.31873,,204.33333,0.24753,,231.6,0.23255
230.3,0.30826,,204.43333,0.24544,,231.6,0.23191
230.51667,0.30794,,204.48333,0.24769,,231.6,0.23191
230.71667,0.29731,,204.5,0.2456,,231.6,0.23094
230.9,0.27298,,204.53333,0.24109,,231.6,0.23158
231.01667,0.25236,,204.56667,0.23609,,231.6,0.23352
231.13333,0.22675,,204.61667,0.23706,,231.6,0.23464
231.21667,0.24189,,204.61667,0.23932,,231.6,0.23078
231.31667,0.24205,,204.63333,0.23819,,231.61667,0.23303
231.43333,0.2303,,204.63333,0.23867,,231.61667,0.23336
231.56667,0.19824,,204.63333,0.24044,,231.61667,0.23207
231.68333,0.16296,,204.63333,0.24205,,231.61667,0.23223
231.81667,0.15153,,204.63333,0.24125,,231.61667,0.23577
231.95,0.17327,,204.6,0.24238,,231.61667,0.23191
232.11667,0.22272,,204.61667,0.2406,,231.61667,0.23497
232.25,0.26316,,204.63333,0.24205,,231.61667,0.23416
232.36667,0.26477,,204.66667,0.24222,,231.6,0.23577
232.48333,0.25075,,204.75,0.24222,,231.6,0.23255
232.61667,0.23094,,204.8,0.24544,,231.6,0.23561
232.7,0.21918,,204.78333,0.24528,,231.6,0.23319
232.8,0.20549,,204.75,0.24238,,231.6,0.23416
232.93333,0.19341,,204.75,0.24028,,231.6,0.23336
233.06667,0.18777,,204.71667,0.24318,,231.6,0.23062
233.2,0.19502,,204.7,0.24592,,231.6,0.23255
233.35,0.20275,,204.68333,0.2435,,231.6,0.22868
233.5,0.21676,,204.7,0.24769,,231.6,0.23352
233.66667,0.23561,,204.7,0.2427,,231.6,0.23319
233.83333,0.26928,,204.7,0.24286,,231.6,0.23529
233.98333,0.27363,,204.7,0.24431,,231.6,0.23336
234.1,0.28136,,204.68333,0.24528,,231.6,0.23593
234.23333,0.28313,,204.68333,0.24447,,231.6,0.23175
234.31667,0.28442,,204.68333,0.2464,,231.6,0.23384
234.35,0.28297,,204.68333,0.2398,,231.6,0.23336
234.41667,0.28329,,204.68333,0.2435,,231.6,0.22917
234.51667,0.28055,,204.7,0.24238,,231.6,0.23319
234.65,0.27846,,204.7,0.24495,,231.6,0.23464
234.78333,0.27121,,204.71667,0.24367,,231.6,0.23319
234.95,0.25349,,204.71667,0.24125,,231.6,0.23223
235.18333,0.24222,,204.73333,0.24415,,231.6,0.23336
235.45,0.25687,,204.76667,0.24463,,231.6,0.23191
235.7,0.26622,,204.81667,0.24737,,231.6,0.23319
235.88333,0.26783,,204.86667,0.2456,,231.6,0.23529
236.01667,0.26734,,204.98333,0.2464,,231.6,0.23626
236.11667,0.26428,,205.11667,0.24882,,231.6,0.23497
236.16667,0.26783,,205.23333,0.24946,,231.6,0.23207
236.23333,0.263,,205.4,0.2493,,231.6,0.2303
236.33333,0.2609,,205.61667,0.2485,,231.6,0.23545
236.45,0.2601,,205.9,0.24769,,231.6,0.23303
236.61667,0.2551,,206.15,0.25059,,231.6,0.23207
236.78333,0.25349,,206.41667,0.25091,,231.6,0.23046
236.98333,0.25655,,206.71667,0.25124,,231.6,0.22756
237.2,0.2274,,206.96667,0.25301,,231.6,0.22434
237.41667,0.15523,,207.16667,0.25365,,231.6,0.22691
237.56667,0.09434,,207.35,0.25236,,231.6,0.22482
237.63333,0.03603,,207.53333,0.2485,,231.6,0.22659
237.65,0.03684,,207.73333,0.25156,,231.6,0.22047
237.66667,0.04199,,207.96667,0.24769,,231.61667,0.21805
237.66667,0.07856,,208.25,0.25011,,231.61667,0.2195
237.68333,0.0879,,208.48333,0.2514,,231.61667,0.21451
237.7,0.09466,,208.66667,0.25172,,231.61667,0.2187
237.73333,0.11174,,208.8,0.2493,,231.6,0.22095
237.76667,0.11657,,208.96667,0.25059,,231.6,0.21918
237.76667,0.12833,,209.15,0.25285,,231.6,0.21886
237.76667,0.12978,,209.36667,0.25333,,231.6,0.22063
237.78333,0.15716,,209.6,0.25156,,231.61667,0.21983
237.78333,0.21515,,209.83333,0.24705,,231.61667,0.2137
237.78333,0.22176,,210.05,0.24753,,231.61667,0.2187
237.78333,0.22434,,210.28333,0.24882,,231.61667,0.22401
237.78333,0.22933,,210.51667,0.24914,,231.61667,0.22321
237.78333,0.22868,,210.78333,0.24238,,231.63333,0.22434
237.78333,0.23158,,210.96667,0.2406,,231.7,0.22095
237.78333,0.23497,,211.08333,0.23706,,231.88333,0.21515
237.78333,0.23464,,211.2,0.23996,,232.1,0.20307
237.78333,0.23271,,211.35,0.24028,,232.3,0.19292
237.78333,0.23545,,211.51667,0.24077,,232.51667,0.17005
237.78333,0.23384,,211.65,0.24318,,232.78333,0.15378
237.78333,0.22804,,211.75,0.24544,,233.03333,0.1483
237.78333,0.0618,,211.86667,0.24479,,233.2,0.12366
237.78333,0.06937,,212.05,0.24528,,233.33333,0.0974
237.78333,0.12028,,212.28333,0.24109,,233.5,0.06197
237.76667,0.162,,212.55,0.24334,,233.73333,0.0159
237.76667,0.1678,,212.75,0.24318,,233.96667,0.00043
237.78333,0.14379,,212.93333,0.24205,,234.2,0.04956
237.78333,0.17053,,213.11667,0.24173,,234.43333,0.14299
237.78333,0.26444,,213.28333,0.23674,,234.61667,0.15185
237.78333,0.23497,,213.46667,0.23771,,234.81667,0.18648
237.78333,0.13139,,213.78333,0.23803,,234.96667,0.18809
237.78333,0.11222,,214.01667,0.23481,,235.1,0.1802
237.78333,0.11335,,214.1,0.23658,,235.25,0.17521
237.78333,0.12221,,214.15,0.23529,,235.41667,0.17472
237.78333,0.14492,,214.21667,0.23819,,235.55,0.17263
237.78333,0.15314,,214.3,0.23867,,235.7,0.18487
237.78333,0.15555,,214.38333,0.23754,,235.88333,0.18664
237.78333,0.1599,,214.48333,0.23481,,236.08333,0.1947
237.78333,0.16957,,214.58333,0.23319,,236.28333,0.19486
237.78333,0.18084,,214.73333,0.23013,,236.5,0.17859
237.8,0.19808,,214.9,0.22788,,236.66667,0.17827
237.85,0.21161,,215.03333,0.22852,,236.85,0.16973
237.98333,0.21612,,215.13333,0.23094,,237.03333,0.15894
238.25,0.23481,,215.28333,0.23255,,237.25,0.15282
238.6,0.23915,,215.5,0.22933,,237.61667,0.16506
238.96667,0.23835,,215.75,0.23271,,238.16667,0.18278
239.25,0.23626,,215.95,0.23271,,238.61667,0.05504
239.4,0.23448,,216.13333,0.23175,,238.78333,0.02153
239.45,0.23175,,216.28333,0.23158,,238.8,0.02959
239.53333,0.2013,,216.46667,0.22852,,238.81667,0.03088
239.7,0.02604,,216.63333,0.22353,,238.81667,0.04827
239.91667,-0.0036,,216.71667,0.22337,,238.81667,0.06229
240.2,-0.00327,,216.78333,0.2245,,238.81667,0.07727
240.51667,-0.00198,,216.83333,0.22256,,238.85,0.1032
240.88333,-0.00037,,216.93333,0.21644,,238.86667,0.13397
241.23333,0.02347,,217.06667,0.21499,,238.86667,0.13381
241.53333,0.09434,,217.2,0.21048,,238.86667,0.15588
241.78333,0.12012,,217.31667,0.21451,,238.88333,0.1707
242.03333,0.12994,,217.35,0.21676,,238.93333,0.17311
242.23333,0.11834,,217.35,0.2253,,238.98333,0.17923
242.45,0.11867,,217.35,0.22337,,239.03333,0.17778
242.65,0.0916,,217.35,0.22611,,239.08333,0.17698
242.85,0.05987,,217.33333,0.22466,,239.13333,0.17424
243.06667,0.05069,,217.33333,0.22434,,239.23333,0.1773
243.28333,0.13848,,217.33333,0.22659,,239.41667,0.17714
243.46667,0.19566,,217.33333,0.22691,,239.61667,0.17504
243.61667,0.2013,,217.33333,0.22707,,239.8,0.15861
243.73333,0.19953,,217.33333,0.2274,,239.98333,0.15652
243.8,0.20098,,217.33333,0.22772,,240.23333,0.1446
243.85,0.19679,,217.33333,0.21838,,240.46667,0.12302
243.93333,0.19776,,217.33333,0.22401,,240.6,0.11319
244.08333,0.19937,,217.33333,0.22176,,240.7,0.10401
244.25,0.1976,,217.33333,0.22482,,240.78333,0.0945
244.41667,0.19437,,217.35,0.22434,,240.86667,0.08323
244.61667,0.19276,,217.35,0.22514,,240.95,0.07823
244.83333,0.19003,,217.35,0.22756,,241.06667,0.06325
245.05,0.17649,,217.35,0.22611,,241.2,0.07501
245.25,0.16425,,217.36667,0.22595,,241.31667,0.1082
245.43333,0.17649,,217.4,0.22305,,241.45,0.09241
245.6,0.18068,,217.48333,0.22305,,241.58333,0.09853
245.76667,0.18471,,217.63333,0.22272,,241.81667,0.138
245.95,0.18326,,217.78333,0.22063,,242.01667,0.14975
246.11667,0.18358,,217.95,0.22031,,242.15,0.1446
246.23333,0.17778,,218.05,0.21805,,242.23333,0.14009
246.33333,0.17794,,218.16667,0.21644,,242.33333,0.13413
246.4,0.17875,,218.26667,0.2187,,242.43333,0.12978
246.46667,0.17778,,218.35,0.21693,,242.55,0.11609
246.5,0.17794,,218.41667,0.21596,,242.63333,0.11126
246.56667,0.17939,,218.48333,0.21451,,242.71667,0.09869
246.63333,0.17972,,218.56667,0.21403,,242.76667,0.0908
246.71667,0.1744,,218.66667,0.21354,,242.83333,0.08999
246.8,0.17585,,218.8,0.20855,,242.95,0.07823
246.9,0.17504,,218.98333,0.21177,,243.06667,0.08838
247.03333,0.16941,,219.1,0.21145,,243.18333,0.10691
247.2,0.16828,,219.18333,0.21161,,243.33333,0.13349
247.36667,0.16828,,219.28333,0.2137,,243.46667,0.1417
247.51667,0.17134,,219.38333,0.20517,,243.56667,0.14106
247.63333,0.17247,,219.5,0.20726,,243.68333,0.13928
247.8,0.17134,,219.58333,0.20742,,243.8,0.14267
247.96667,0.17537,,219.68333,0.20323,,243.91667,0.14911
248.11667,0.16699,,219.8,0.20646,,244.05,0.14975
248.16667,0.16683,,219.91667,0.20082,,244.2,0.14702
248.18333,0.16941,,220.11667,0.19969,,244.33333,0.14621
248.18333,0.16715,,220.35,0.19534,,244.45,0.14766
248.18333,0.1707,,220.66667,0.19373,,244.58333,0.14251
248.16667,0.16796,,221.08333,0.19035,,244.73333,0.14202
248.16667,0.16908,,221.5,0.1802,,244.88333,0.14637
248.16667,0.17037,,221.85,0.16103,,245,0.14605
248.16667,0.16989,,222.13333,0.10981,,245.11667,0.14363
248.16667,0.16828,,222.36667,0.1003,,245.23333,0.14428
248.16667,0.1686,,222.55,0.09015,,245.4,0.13928
248.16667,0.17021,,222.68333,0.07985,,245.56667,0.14073
248.16667,0.1678,,222.78333,0.08323,,245.68333,0.13993
248.16667,0.17005,,222.88333,0.09064,,245.76667,0.13864
248.16667,0.16506,,222.96667,0.10272,,245.83333,0.13848
248.16667,0.16828,,223.06667,0.11528,,245.96667,0.13655
248.16667,0.17053,,223.23333,0.12463,,246.11667,0.13655
248.16667,0.16876,,223.46667,0.13477,,246.28333,0.13767
248.15,0.17247,,223.73333,0.13526,,246.46667,0.13268
248.15,0.16989,,224.01667,0.12285,,246.66667,0.12205
248.16667,0.16699,,224.26667,0.12801,,246.88333,0.12511
248.16667,0.16796,,224.48333,0.12785,,247.15,0.12269
248.16667,0.16844,,224.61667,0.1351,,247.43333,0.13365
248.16667,0.16618,,224.71667,0.14106,,247.66667,0.12865
248.16667,0.16796,,224.85,0.14573,,247.85,0.12495
248.15,0.16876,,225,0.14814,,248.01667,0.12704
248.15,0.17005,,225.18333,0.15265,,248.1,0.12575
248.15,0.17053,,225.38333,0.14798,,248.15,0.12817
248.15,0.1686,,225.58333,0.14686,,248.18333,0.1272
248.16667,0.16715,,225.78333,0.14428,,248.25,0.12769
248.16667,0.1599,,225.93333,0.14331,,248.35,0.12624
248.16667,0.16522,,226.05,0.1388,,248.45,0.1264
